gene_id,gene,gene_biotype,product,go_function,go_process
ATU_RS22400,,,hypothetical protein,,
ATU_RS22405,,,response regulator transcription factor,,phosphorelay signal transduction system|0000160||IEA
ATU_RS22410,,,response regulator transcription factor,,
ATU_RS22415,,,sensor histidine kinase,,
ATU_RS22420,,,FdhF/YdeP family oxidoreductase,oxidoreductase activity|0016491||IEA,
ATU_RS22425,,,Dps family protein,ferric iron binding|0008199||IEA,
ATU_RS22430,,,alpha/beta fold hydrolase,,
ATU_RS26600,,,hypothetical protein,,
ATU_RS22435,,,hypothetical protein,,
ATU_RS22440,,,PAS domain-containing sensor histidine kinase,,
ATU_RS22445,,,response regulator transcription factor,DNA binding|0003677||IEA,phosphorelay signal transduction system|0000160||IEA
ATU_RS22450,,,ABC transporter substrate-binding protein,,
ATU_RS22455,,,ABC transporter substrate-binding protein,,
ATU_RS22460,,,iron ABC transporter permease,ATPase-coupled transmembrane transporter activity|0042626||IEA,iron ion transport|0006826||IEA
ATU_RS22465,,,ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS22470,,,inositol monophosphatase family protein,,
ATU_RS22475,,,class I SAM-dependent methyltransferase,methyltransferase activity|0008168||IEA,
ATU_RS22480,gmd,,GDP-mannose 4,GDP-mannose 4,polysaccharide biosynthetic process|0000271||IEA
ATU_RS22485,,,GDP-L-fucose synthase,,
ATU_RS22490,,,glycoside hydrolase family 28 protein,,
ATU_RS26745,,,hypothetical protein,,
ATU_RS22495,,,hypothetical protein,,
ATU_RS22500,,,polysaccharide biosynthesis/export family protein,polysaccharide transmembrane transporter activity|0015159||IEA,polysaccharide transport|0015774||IEA
ATU_RS22505,,,polysaccharide biosynthesis tyrosine autokinase,,
ATU_RS22510,,,response regulator transcription factor,DNA binding|0003677||IEA,phosphorelay signal transduction system|0000160||IEA
ATU_RS22515,,,PIG-L deacetylase family protein,,
ATU_RS22520,,,glucose-1-phosphate cytidylyltransferase,,
ATU_RS22525,,,class I SAM-dependent methyltransferase,methyltransferase activity|0008168||IEA,
ATU_RS22530,rfbC,,dTDP-4-dehydrorhamnose 3,dTDP-4-dehydrorhamnose 3,O antigen biosynthetic process|0009243||IEA
ATU_RS22535,,,DUF4910 domain-containing protein,,
ATU_RS22540,,,NAD(P)-dependent oxidoreductase,oxidoreductase activity|0016491||IEA,
ATU_RS22545,,,glutamate-1-semialdehyde 2,,
ATU_RS22550,,,LuxR C-terminal-related transcriptional regulator,DNA binding|0003677||IEA,phosphorelay signal transduction system|0000160||IEA
ATU_RS22555,,,response regulator,,phosphorelay signal transduction system|0000160||IEA
ATU_RS22560,,,glycosyltransferase family A protein,,
ATU_RS22565,,,oligosaccharide flippase family protein,,
ATU_RS22570,,,polysaccharide pyruvyl transferase family protein,,
ATU_RS22575,,,glycosyltransferase family 4 protein,glycosyltransferase activity|0016757||IEA,
ATU_RS22580,,,DUF4038 domain-containing protein,,
ATU_RS22585,,,MraY family glycosyltransferase,metal ion binding|0046872||IEA,
ATU_RS22590,,,YdcF family protein,,
ATU_RS22595,,,hypothetical protein,,
ATU_RS22600,,,acetyltransferase,,
ATU_RS22605,,,glycosyltransferase,glycosyltransferase activity|0016757||IEA,
ATU_RS22610,,,glycosyltransferase family 4 protein,glycosyltransferase activity|0016757||IEA,
ATU_RS22615,,,glycosyltransferase family 4 protein,,
ATU_RS22620,,,Lrp/AsnC family transcriptional regulator,DNA binding|0003677||IEA,
ATU_RS22625,,,hypothetical protein,,
ATU_RS22630,,,PPC domain-containing DNA-binding protein,,
ATU_RS22635,,,DUF296 domain-containing protein,,
ATU_RS22640,,,SDR family NAD(P)-dependent oxidoreductase,oxidoreductase activity|0016491||IEA,
ATU_RS22645,,,acyl-CoA synthetase,,
ATU_RS22650,,,acetyl-CoA acetyltransferase,,
ATU_RS22655,,,IclR family transcriptional regulator,DNA binding|0003677||IEA,regulation of DNA-templated transcription|0006355||IEA
ATU_RS22660,,,SDR family NAD(P)-dependent oxidoreductase,,
ATU_RS22665,,,TRAP transporter substrate-binding protein,,
ATU_RS22670,,,TRAP transporter large permease subunit,,
ATU_RS22675,,,transposase,DNA binding|0003677||IEA,DNA transposition|0006313||IEA
ATU_RS22680,,,nucleotide-binding protein,,
ATU_RS22685,,,hypothetical protein,,
ATU_RS22690,,,RES family NAD+ phosphorylase,,
ATU_RS22695,,,MbcA/ParS/Xre antitoxin family protein,,
ATU_RS22700,,,glucan 1,glucan 1,glucan catabolic process|0009251||IEA
ATU_RS22705,gnd,,phosphogluconate dehydrogenase (NAD(+)-dependent,oxidoreductase activity,pentose-phosphate shunt|0006098||IEA
ATU_RS22710,zwf,,glucose-6-phosphate dehydrogenase,glucose-6-phosphate dehydrogenase activity|0004345||IEA,pentose-phosphate shunt|0006098||IEA
ATU_RS22715,,,ROK family protein,,
ATU_RS22720,,,hypothetical protein,,
ATU_RS22725,,,lipocalin family protein,,
ATU_RS22730,,,SDR family NAD(P)-dependent oxidoreductase,,
ATU_RS22735,,,DeoR/GlpR family DNA-binding transcription regulator,DNA-binding transcription factor activity|0003700||IEA,
ATU_RS22740,,,autoinducer 2 ABC transporter substrate-binding protein,,
ATU_RS22745,,,sugar ABC transporter ATP-binding protein,ATP binding|0005524||IEA,
ATU_RS22750,,,ABC transporter permease,transmembrane transporter activity|0022857||IEA,carbohydrate transport|0008643||IEA
ATU_RS22755,,,ABC transporter permease,transmembrane transporter activity|0022857||IEA,carbohydrate transport|0008643||IEA
ATU_RS22760,,,aldose 1-epimerase family protein,,
ATU_RS22765,rbsK,,ribokinase,ribokinase activity|0004747||IEA,D-ribose catabolic process|0019303||IEA
ATU_RS22770,deoC,,deoxyribose-phosphate aldolase,deoxyribose-phosphate aldolase activity|0004139||IEA,deoxyribonucleotide catabolic process|0009264||IEA
ATU_RS22775,,,aldehyde dehydrogenase family protein,oxidoreductase activity|0016491||IEA,
ATU_RS22780,,,hypothetical protein,,
ATU_RS22785,,,citrate synthase,,
ATU_RS22790,,,hypothetical protein,,
ATU_RS22795,,,hypothetical protein,,
ATU_RS22800,traA,,Ti-type conjugative transfer relaxase TraA,ATP binding|0005524||IEA,
ATU_RS22805,,,nucleotidyltransferase and HEPN domain-containing protein,,
